Profession	Text
Preschool teacher	"How to cope?
I love my job, really. With other conditions, it would be a dream job. I have
only worked as a preschool teacher for two years but is already starting to think about other possible jobs. For
how will I be able to work with this whole professional life? There is a constant lack of staff and that
substitutes are not always available. The children's groups are large and I don't feel like I have time to see
and hear all the children as I want. There are so many tasks that take time from the children:
set the table, set the table, sweep, dry, wash, vacuum.
I can do so much and want so much, but the size of the children's groups and the lack of staff do
that several times a week I come home and feel that I haven't done enough at work. The
the plans made cannot always be carried out due to staff shortages. And about activities
and teaching is carried out, when will you have time to document, analyze and reflect?
Planning time often has to be prioritized away. When I get home, I'm so tired that I don't
I can't do anything but lay on the sofa. We in the staff fight so hard to get the days
to join together. We work overtime. We work sick, to stay at home and get completely healthy doesn't feel right
as an alternative when you know how difficult it will be for other colleagues then. It's time for
change, for the sake of the staff, for the sake of the children and for the sake of guardians. The staff
deserve better conditions to be able to do their job. Children deserve to be safe,
be seen and heard and learn and develop on their own and together with their friends
(smaller groups of children!). Guardians deserve to be able to leave their children at preschool without
guilty conscience and without, during their working day, thinking about how one's children are really doing."
Head of preschool	"Works as preschool director in Eskilstuna.
Most of my work involves supporting, comforting and helping my employees cope
continue to work in preschool. I cannot influence to the extent I wish because the school money
determined from the policy. I, for my part, have my commitments clear to me, it's the budget that
is to be held and it means several children in the business, then I have to swallow it. Unfortunately I don't
it but takes battle, which is not always popular. Four-month warranty - well, then you just have to
against those children in already large groups of children. Tried to dispute this because in the same legal text
there is the text about the size and needs of the children's groups, but look it didn't work - it's the main man
which should provide resources, but they don't and I can't say no.
I would describe the preschool today as a sinking ship where the children and our future are in it
at stake. That I work with staffing every day, both longer and shorter employments
is something that I have done for a long time now. I've gone out and said that everyone needs to see each other
if in their circle of acquaintances there may be someone suitable who can jump in with a card
notice, because when there are sickness absences during, for example, February, there won't be any
substitutes in the substitute pool.
Help where are we going!! I myself go in and work in the children's group when there is a crisis, but that
means that the employees see even less of me as I still have my job. Which means
that my support and leadership exists to a lesser degree. As a preschool director, it is educational
leadership the least I work with during a week, municipal health and conversations with
educators about their work environment, administration of various systems, etc. is what takes more
part of my time.
We need to do something now while there are still some preschool teachers and nannies who
wants to continue working in preschools. And to reduce the sick number of pedagogues on sick leave so that they
also have a chance to get back to work in the preschool. For all children this must get one
Stop!"
Preschool teacher	"The job is stressful. You don't get substitutes when needed. For large groups of children 7.5 children 3-5 years,
5.5 children 1-3 years. There is hardly any time for planning and reflection. Too high sound levels. The salaries
gotta get up!!! We have to tell parents and the media the truth about the situation! It is
crisis!!! There is no money to create a pleasant learning environment. All reports to be written.
You always have a bad conscience because you didn't have time to do everything as it says in Lpfö and all
other governing documents. The politicians would have to come out into reality to really see
how we fight. There is no money for resources either. Children with special support always end up in
squeeze. Sometimes you get help for a short period, but it is only a respite. Because you know that it
help is soon gone.
As a mother, it is not fun to pick up your child from the nursery and be told that he is tired because everyone
talking so loud. He is completely exhausted because of the noise levels so he falls asleep every day when we go home.
It doesn't feel good that you barely know who his teachers are. Are they sick or not?
sick leave, new ones will come."
Preschool teacher	"We almost always have a shortage of substitutes or money has to be saved. Plans rarely come off then
missing staff. More children must come in for us to bring in money. I can't bear to plan that I will
have planning so that most things are spontaneous and half-baked. It makes me not feel like I'm doing one
good job."
Preschool teacher	"Just tell about today and the whole picture becomes clear. I am working part time while waiting for an operation.
Had two things booked on em. It's just after seven o'clock, there's a text message from
the temporary phone where it is asked if I can change my time and work in the afternoon instead. We are
three colleagues in the department, one is ill and the other is going to the doctor with his son. There is
no bay for those who are ill and, moreover, there is a lack of staff in the other department as well.
It's the first day of school today so I had to cancel my stuff in the afternoon,
otherwise there would have been no regular from half past one. This is how it looks too
Often."
Preschool teacher	"I work in a group with 23 children aged 2-5 years, we will be 3 full-time if all are healthy.
I feel inadequate and stressed, my ears are ringing and the whole autumn has more or
less been chaos. Large groups of children, colleagues who are on sick leave due to stress and no money
to substitutes. Week after week, the regular schedule has crashed and I've been in the middle of it
worried group of children and handwritten new schedules with overtime for us who work, often only
start times with the requirement to stay until business allows you to go home.
I canceled my own doctor's appointments, my children's doctor's appointments and other things that I really needed
do, because I didn't know when I could leave my workplace. All time was spent in children's groups,
no planning time, canceled parents' meeting, missed development interviews. Several times I cried
at work when we colleagues misunderstood each other in the stress. We merged several departments, which was done
the children insecure or aggressive and loud. Several children showed signs of unstimulation,
I tried to start activities but often had to leave the children because other children were arguing
each other or a diaper needed changing. I have contacted the union and feel compelled to
looking for another job, after working 25 years as a preschool teacher..."
Preschool teacher	"As bad as the situation is now, I have not been involved before. We have 20 soon to be 21 children in the group
with 1-5 year olds where 8 soon to be 9 children are 1-2 years old. Rules for á prices change so we get less money
and it depends on how many hours the child attends preschool. 25 hours instead of 15
does not give more money, therefore and due to high pressure we have to take in another child.
We are 3 full-time workers and the 15-hour children now become 25-hour children there
the guardians together with the head of the preschool determine the stay times for the children. Wishes
custodians at other times than those we suggest, we may not refuse. The strange thing is that several
guardians believe that when they choose 25 hours, more teachers will be added,
which is not true.
The preschool is so good that all children must get more of it, but there is no money to deposit
substitutes in case of illness or vacation. There are usually no substitutes to be found either. It is
first come first serve which applies if you want to be free and then we get to help each other across the departments.
In my opinion, a big safety risk to work sometimes 2 pcs with 20 children (even if we have to take help from
the neighboring department, so you can't share).
We also have aggressive children who have to be checked all the time so they are stimulated in the right way. I
want to be able to guarantee that the children are safe when they are left with us, but it doesn't feel like that
I can do it at the moment. When now many colleagues get sick (stomach disease, colds and
flu etc.) and on sick leave, it is not unusual to be the only regular in the department
with an often untrained substitute and if you're lucky two. In addition to being the safe point for children and guardians, we must also set the table, wash the dishes,
pick up and leave food trolleys in the kitchen, change diapers, read, comfort, hold groups and gatherings so
we can tell everyone how good the preschool is. When unknown people come in
the children don't always accept these at once, the substitutes can't find the preschool and everything
responsibility lies with me. If you manage to get a substitute, it is unusual for you to have several of the same person
days, it often happens that you have one in the morning and another in the afternoon.
The politicians say that we invest in preschools and schools, we build new ones, but what good does it do when
there is no one willing/able to work there? Resources are also needed for us as already
work so we can and have the energy to do our job. Sometimes I just want to leave the building and go home and
cry. I like my job and have worked as a preschool teacher in the preschool for almost 15 years but am starting
look around for something else because I can't take it anymore."
Preschool teacher	"Worried about the future!
Working in preschool is the best there is, no job gives so much back. The feeling of
be able to make a difference for the children every day and at the same time have fun with colleagues
towards the same goal. Plan and reflect together with colleagues to get the business to
moving forward, want to create the best business for our children, citizens of the future. That each
day feel pride and happiness in their mission, to see the children develop. Doing things a little on my own
free time doesn't matter to me because it's just fun and it adds quality to the children's group. That was my feeling
as new in my professional role in 2011.
Today, just a few years later, I look at the future with fear. The joy and pride that I
felt my mission just a few years ago is soon gone. All I feel is anxiety
and stress because I haven't had time to do what I should. We no longer have any conditions to
carry out our mission. They talk about quality, but we don't have enough to give the children that.
Reflection time is more of a luxury than our everyday life. The colleagues I laughed with are so stressed
that they go into a room and cry on their breaks. You don't have the energy to have any free time when you're like that
tired that you fall asleep on the sofa when you come home with the thought that you forgot to ""olle""
wanted to play that game. We work so hard to create quality in our operations that
we forget who we are here for, we are here for the children. Quality for the children is present
educators who are there to listen and challenge them. Instead, there is a lack of staff, several are
sick and half of them on long-term sick leave. The educators get down on their knees, we do everything but us
not enough. The children are our future and they are so stressed and worried that they don't have time to
sit still for 5 minutes. The children's stay in the business is longer than our working hours, which means that
it is difficult to put together a schedule that covers the day and that is when all the staff are in place. We
can book substitutes if there are any but the economy doesn't support it. It's time for it
there is a change before something serious happens, it's about safety, security for ours
children and our future."
Preschool teacher	"Today we had a fantastic day.
We have had time to go sledding, build snow castles and build labyrinths in the snow. The day
continued with a quiet lunch where the food was enough for everyone, the noise level was just right and we had time
deal with many exciting topics of conversation. During the afternoon we have done
science experiments, built pillow forts, discovered letters we couldn't
earlier and played games together. We have practiced interaction and developed our thinking, awakened
curiosity and desire to learn and has had a good balance between activity and rest. I have seen
and talked to all the children and we have both documented the day's activities and reflected on them
them together with the children.
A fantastic day.
How amazing is it that half the group of children must be absent for that feeling
to appear?
Smaller children's groups are needed NOW!
Because the kids and we deserve to have a great day EVERY DAY!"
Preschool teacher	"I graduated last year after 3.5 years of education and I was looking for my first job. Tense
and expectant. Already during the recruitment process, I began to sense how controlled the man was
becomes I was not told which preschools applied but was matched so that there was none
option. The management then got together to push down the starting salary. I was thrown
into the operations of my new job. I got no introduction. I was thrown into a worried
children's group where the children beat both each other and us adults and where we were constantly
understaffed. I was newly hired but because there was a lack of staff all the time and I
was trained, I had to be thrown into heavy responsibilities straight away. The special education teacher told the management that
the situation was urgent with us, ""they need one more person, they will all go into the wall"". We
received no for an answer. I told them that I had memory lapses and felt bad about work. I got
heard it was normal. I was told “no you are not feeling bad because of the job you are doing
bad because of your privacy”. We were told ""There are no substitutes"", so it was us
who had to work overtime. As soon as you were infected by the children, you were chased and called
time and time again like it wasn't even allowed to be sick. We had to work 12-hour shifts. We
would attend evening classes regularly, come home by 7.30pm and get up at 5am that day
after. During all the training days and courses, we were also told ""don't talk from the outside.""
reality, don't complain about your conditions, don't whine, don't be the boring colleague”. We
had to read a text that said ""Don't be the whiny colleague who complains about the children's group
size"". As if it is somewhat selfish to care about one's mission and the children's safety and
development. Management invalidates what we say. They are supposed to be there to support us but I feel it
rather like they make themselves our enemies when they wave away everything we say and oppress us
because we are not even allowed to talk based on our situation. I just started my career and 9
months after the employment I was on sick leave due to stress because we are used as drudgery and
throw away goods. One day after work, I didn't understand where I was. And now I can't cope
to even be in a store without getting dizzy and ending up there again. I feel so let down
who have spent time and money on this training and already feel that I need to rule
my life in a completely different direction to even survive."
Preschool teacher	"Because of my job, which I really enjoy, I get sick. I get sick because
I just try to do my job, as well as possible. The children are our future and they deserve that
get the best conditions possible and I know that a good educator who wants the best for the children,
can be crucial for some children. I learned that in the childcare training, i
the preschool education, when I have studied further, to, for example, supervisor, mentor, etc. I
have been constantly looking for skills to give the children the best conditions that I can give.
Nowhere has anyone told me, don't do your best, don't bother with the weaker ones, do the right thing
so that you can bear it. They only said that when I got sick, my feeling was that I had myself to
blame, because I tried too hard. I did not understand what they said, because my employer
has high goals for the business that must be quality assured. What wasn't I supposed to do?
The signals from society are, you should be ashamed of being sick. I tried to get out
bed to go to work. Then I got such a headache that I couldn't move. It took
long time to, get outside the door, I began to slowly get better, but my memory was
seriously affected. It was scary that I didn't recognize my bonus daughter, for example
and w h e n n e s c o m p i s when I m e t t h e m i s t a d e , that is where we live.
I wanted to work, I have that drive in me, so I started working without changes in
work rate, into the stress again. I did this twice more. Last time argued
the insurance fund and felt that I, who am a trained preschool teacher, should be able to work at one
stock. With the help of a good boss and municipal health, I am back full time, yes I have
lower my ambitions and not take on as much responsibility. I am sensitive to stress, often get sick, am tired
and pretty much can't stand anything more than work. I understand that I am at risk of getting an early one
dementia and that my memory is damaged. The sad thing is that no one takes responsibility for that
change the working situation for the children or for us. My municipality lowered the à price/child and now
the additional amount for children with mental health problems, such as autism and ADHD, should be removed.
The additional amount shall only apply to medical illnesses. This means that we who have 24 children
and are 3 pedagogues to cope without resources for the children who need an pedagogue, as support
approach yourself all the time to get the conditions to succeed.
For my part, I wish that the School Board's recommendations on the size of children's groups will be implemented
law. I also wish that exhaustion syndrome would be classified as a work injury!"
Preschool teacher	"Want to tell you about ""our"" child-free time, which is next to non-existent. This time to be there to
among other things, both individually and in work teams, plan the business.
We have no individual planning/reflection, but have to hope that some children are sick sometimes
that we can go away spontaneously for an hour or so.
Once a week we have joint reflection in the work team when the neighboring department takes care of it
our 21 children aged 1-5 years. No extra pedagogues are brought in, but during that time have three
educators take care of their own AND our 21 children. This means that three educators have a hand
for up to 45 children.
From a safety point of view, this is COMPLETELY life-threatening, I think, and we sometimes refuse to have it
reflection. This in turn leads to us not having time to do what we are required to do from above and become
incredibly stressed about it.
Currently on parental leave for two years and feel that it is a much-needed ""break"" from work
large group of children that only gets bigger and bigger. Starts working in August again at 80% and feels
that it will probably save me from being completely exhausted. At the same time, I get stressed and get
guilty conscience because I don't know how...or IF...my 20% will be covered so that
my colleagues have to work twice as hard because of me."
Preschool teacher	"Have soon worked as a preschool teacher for 28 years and think hard about how to cope
pension. The last few years have been tough with large groups of children, high staff turnover and
bad substitutes. The election promise about reduced children's groups, where did it go? We have received more
children in the groups and they go all day.
The preschool button that we are going to register the children's presence in works when it wants to and takes it
a lot of time from us staff. Which in turn shows errors in the system....
To have 24 children in premises that were built in the 70s for 15 children is because it
should not work. There is a high volume of sound when these children have to make themselves heard among their peers
or get attention from us educators. I have been hearing impaired due to my job and will be
slightly sound stressed.
All additional tasks that must be done that are not included in the curriculum take time and energy from the children.
Have previously been on sick leave for stress and feel that I will soon be there again.....
My colleagues and I try to keep our noses above water every day!
Even the children feel bad in this chaos, you don't have time to see and hear the children.
Today's preschool is a sinking ship and something must be done before all preschool staff
disappears due to sick leave or change of profession!"
Preschool teacher-student	"I work as a substitute at my VFU preschool and study semester 6 of the preschool teacher program
and my biggest concern is whether I will even be able to cope with the work before I even get my degree..
with departments with incomplete work teams (3ped) due to sick leave, parental leave
and someone who is late makes the business disastrous. Had I had my own children on
these departments I had NEVER left them at preschool. Insecure children with zero
structure in the business. No communication between educators and barely
pedagogues/children for whom there is neither time nor energy. Me as a substitute who jumps around sees and takes
with me a lot about my approach and how I do NOT want to work. How I don't want to see
children as objects, how I have to stand strong and speak up to bosses when you are patted on
head when you say that now it's close that you can't take it anymore, but the boss says yes, a little more
can you The managers don't listen but instead lead their staff into the wall! And the children, poor things
the children. The damage of this activity will be seen later, scream and cry for days on end
because no one seems to know what needs to be done. The goals are so important even though the business is
in crisis say some educators. I say screw the goals and start with getting the kids to bond
to the staff, to keep them safe and well. THEN the goal fulfillment can come! For it
will be as it will be when we do what we do! I hope I can bear to see what I see is terrible."
Preschool teacher	"Works at a preschool with 4 departments. 2 large 3-5 year olds and 2 small 1-3. On our grandkids
are we 21-22 children of 2.75%; toddlers have 14 and are 2;75%. When someone or a few are sick
it is difficult to get a substitute and often you have to try to solve the day between the departments and
work over.
You can't be sick because then you know there will be chaos at work. A lot of tasks to be done
is done, but the planning is often canceled and you cannot find time to take it later.
You don't get much support or encouragement from the preschool director for what you do, they just watch
that if you haven't got a substitute, you've saved some money."
Preschool teacher	"I work at a 3-section preschool and thanks to government money, we are now two extra
resource staff at the preschool (2x75%). But we already know/understand that these services are coming
to disappear by the fall of 2018. It contributes to the fact that our regular schedule will be forced
changes drastically. Our planning scheduled hours disappear. Now we get with need and
barely finished our planning times, we finally got to ""own"" our own planning day ourselves. How
should we be able to run and manage a good business without enough staff at each
section? By allowing colleagues to reflect with each other on the business and the children's
development, that's when there is a change and development in the department. Will
the workforce is constantly reduced and not strengthened, then in the end it becomes just a storage
of the children and ""keep-your-head-above-water"" situation. What kind of preschool do we want?
politicians have? Of course, an educational and inspiring, fun-filled preschool. Then it must also get
cost accordingly! With trained staff, who can and want to continue to do the work that we do
everyone is trained for and passionate about! The children are our future!"
Preschool teacher	"Too large groups of children for the educator to have time to pay attention to all the children and give undisturbed
them the time they need from you."
Preschool teacher	"""My biggest wish for the preschool is smaller groups of children. Greater opportunity to see each
amazing individual and be able to meet their needs. It is impossible to get to know all children,
offer an educational activity, document and give each child the best opportunities to
develops to its best self as the size of the children's groups looks like. Currently, it is ""always""
room for another child and another and another. It doesn't help to increase the workforce (although
there is an incredibly great need for it with) when there are too many of us in the group for the small child,
the child with special needs, the child in need of closeness and comfort, the child who needs support i
interaction, the child who is curious and needs an adult as support in his exploration or for it
adults who are passionate about their jobs but constantly feel fragmented and inadequate. Please,
wake up before it's too late!"
Preschool teacher	"Wonderful day at half a children's group!
Last Thursday (25/2) half of our children's group was sick and off. In other words, we were 8 children with 3 teachers.
That day we had educational moments all day, we documented what we did and
could easily post different things / pictures on the children's page in unique. We could easily succumb
lunch, take a good educational moment at the end: i.e. support/help/lead our 1-3 year olds with
their clothing. At lunch we had a good educational moment when we managed to accompany/ support/ show/
help the children in peace and quiet. I sat with three children and my two other colleagues sat with them
other five. Otherwise, we always sit at separate tables and 4-5 children by ourselves. It became a completely different one
free play, with plenty of space for dressing up, laughing and playing in the afternoon with those present
and the teachers here.
Ohhhh how I wish every day could be allowed to be like that!"
Preschool teacher	"I work at a preschool with three sections and the youngest go to mine, 16 1-3 year olds and we
are 3 full time there. Thinking about what a hysterical work environment we have and that we can't always go on
the toilet when we need. Or take a coffee break in peace and quiet. This was my work day
the other day.:
In the morning I was the last one to go out with our 15 youngest children. We are 16 but one child
was free. Looking at the clock, I realize that my colleague has to start going back in with them
first children she dated. Throwing in a few sips of coffee at the same time as me
squeezes an apple into me while I put on my outer clothes to relieve colleague one.
Colleague two is on break.
Later in the afternoon after the snack when I change the diapers of our then 11 children who are
left I feel an urgent need to go to the toilet! Checking with the colleague, is it ok? ""Yes Yes,
just go, you have to!” Leaving my snack-clearing colleague for a while with 11 children around
around him.
This is today's working environment in reality at many of our preschools!!! That's enough
really! We deserve to be able to sit down for 5 minutes and drink a cup of coffee/eat an apple
peace and quiet. Breathe. Being able to go to the toilet with a clear conscience when we need to!"
Preschool teacher	"Every day at my 3-department preschool, we have to talk about how we solve the afternoons,
after the snack. How do we do the house? ""Do we go out or do we survive if we stay inside and
divide us? Well, I have 11 little ones left and can't bring in any older ones - so we're forced to go out
another afternoon to survive""....
We never have enough staff to be able to have the freedom of choice that the children are allowed to choose, go out or
be in and do something? What kind of educational activity is it when you are crazy for many
children with too few adults and not having the opportunity to do what you want?
Even after the snacks, we have an obligation to conduct good educational activities - but after
15.30 is the most storage and survival on the schedule!
And we always have a lot of children until 16.45-17.00. Many educators work part-time and
are needed even more in the mornings, so then we are not enough to cover a good staffing
also the end of the day. Sigh!
When will we ever get good staffing all day? Yes, the day the children's groups are reduced in number
and the basic staff is strengthened!"
Preschool teacher	"Today, like all other days, I was by myself until 8 o'clock when colleague number 2 arrived.
Together we tried to implement an educational meal with 12 children aged 1-2.5 years. After
feeding, picking out, drying, washing, several nappy changes and various conflict management
dropping two more children into the group, at the same time I will welcome another completely unknown one
substitute, the third this week. Some children get sad and worried, they cling to me and
wants to sit on my lap but I have to change another diaper so they come with me
the changing room. During the diaper change, two of them manage to wet their clothes and another has
stuck his arms in the toilet. While I arrange dry clothes, I hear the anxiety rising inside
the department. The phone rings, many children are sad and tired and they find it difficult to connect
to the substitute who has apparently spent a long time on the toilet... My colleague takes the temp
on a snotty and red-eyed one-year-old that we sent home the previous day but as per
the parent ""has been as energetic as possible"" and is therefore already back at preschool. Before I
when the most tired children are put to bed, I cut fruit into pieces which I singly distribute to the group.
It's barely ten o'clock and I'm already drenched in sweat and ready to cry. How I can handle sex
hours to pass my mind! Actually, I am at my peak professionally. I have 25 years of experience and a
a variety of courses and trainings in addition. I have three fairly grown children and my time as
nagging parent is over. I should be able to go to work every day and feel empowered,
joy and commitment to my job. Still, I've never walked to work with heavier steps yet
I do now. The anxiety creeps in as soon as I park the bike and my thoughts spin
the head. How does the house look today? How many educators are sick? The parental information
must be written today - do I have time? Can I go to the university's tutor meeting tomorrow or should I?
I cancel? How will I be able to carry out my mission as well as I so deeply want?
Yesterday my seventeen year old daughter pleaded with me to quit my job because she is constantly experiencing
me so tired and depressed. Is this how it should be?"
Preschool teacher	"Hello. I have now worked for 2 years as a preschool teacher. I meet colleagues who have worked for 3-4 years and know
not how they will be able to work 5 more years even. I am lucky to end up in a group of children with something
fewer children. 11 small 1-2 year olds, soon we will get 2 more. We are 2.3% and an extra 10 hours a week.
It works, but it's still stressful at times of the day when there are no more than 2 = ie quite
a lot of time in a 12 hour day. We are required to document in at least 5 different places. Thereto
several new concepts in the municipality will familiarize themselves with and understand, and now also quite one
massive form of assessment matrix on the activities that must be done. Get me right,
I love and understand the purpose of educational documentation, but with only 1.5 hours of child-free time
together with colleagues and no own reflection time, it takes sooooooooooooooo long to
move on. Get down deep and not like now, just have time to hurry away something bad, because
to have time to get down what we are obliged to do. Then we have to take some counters, book bays, screw up shelves
etc. for the caretaker we haven't seen for 6 months. We're going to vacuum carpets, because that's for sure
heavy for certain professional groups? Isn't it too heavy for us???? We will wash toys etc
(never got around to it in my 2 years). We have fire protection responsibility, financial responsibility, etc. Yes that
never runs out of all the tasks. Completely shocked when I got out and started working.
Huh??? Should you do All this with???? I will probably last more than 5 years, but I am working
only 75% Full time = I would never be able to do it."
Preschool teacher	"I leave my child at preschool. The teacher meets with a smile in the hall, but I see that
it looks heavy. How are you today, I ask? Yes, it's a bit heavy. I am myself today.
No substitute for my colleague. They are 2 of 14 children. Soon 2 more will be transferred from younger
children. 16 children. Or what I say. They are not 2, they are 1.8 staff. Imagine if everyone knew. It is
not true when talking about the number of staff in the children's groups. We/they will cover 12 hours on
place. We adults have a full-time job of 9 hours with a break, but have to make up for 12. Last year they got
money for smaller children's group, that state. This year they got none. Only some more vulnerable
areas get. They have the same number of children, but fewer staff this year. Sure they have a fantastic one
children's group and they are incredibly competent preschool teachers and childminders, but I know. I
I am a preschool teacher myself, so I know everything they have to do. All these peripheral tasks, all different
parts we should reflect in. I know. I look at them. They are tired, but fighting on. They make a whole
amazing project with the kids and my girl loves preschool more than anything else. But for how long
Can you handle them? How long will we last? I see so many colleagues who feel that they are close to
breaking down everything we have to catch up with if we're lucky 1.5 hours of child-free time a week. Can you figure it out? How
very sensibly deepened, can it be when everything has to be caught up when almost all the time is in children's group?
Well, I've decided. I will get through this, if not for me but for all these lovely children.
But I only work 75%. I will never be 100%. But then I'm one who doesn't
puts a lot of pressure on myself. I can see what my conditions are and work accordingly,
but I so sincerely wish that this profession can get the status and respect that we can really give
all these lovely children everything they deserve. I wish my children to have the right to the best in the world
preschool they deserve. It will start now. When will that change come? Thanks to everybody
colleagues who struggle against the odds every day. We and the children deserve better than this!"
Preschool teacher	"I get discouraged when I think about the situation in the preschool, too many children in the groups and
too few staff. I think it is laughable that there is talk of equivalent preschool in the country, then
conditions are not equal, give all children the right to the same number of teachers and the same size
children's groups. I am absolutely convinced that fewer children would have a hard time in preschool if only
group sizes decreased. I want so much in my work with the children mainly to give all children
the time they need to learn and develop, and I need more planning time for
plan teaching, document and reflect."
Preschool teacher	After the spring enrollments, we will have 15 children aged 1-2 with three members of staff. Crazy!
Preschool teacher	"I graduated in 2013. I haven't worked many days after that and felt like I have
did a good enough job. That I came home and felt ""today I have seen all the children and
performed a good pedagogical work'. The days that I have felt that I am enough, and that I am not
is completely mentally and physically exhausted, is when the number of children has not been so high because of
illness or leave. There will be a lot of ""surviving the day"" and making sure most children are happy
and not cry. At my current workplace, it feels like we have a storage space for
the children and not an educational preschool. We do not have joint planning, not our own planning and
on our planning days, we rearrange the furniture.
What the university teaches is not what reality looks like.
There are more children and longer days, but we are still just as few staff. My boss thought
that it was reasonable that I had 6 one-year-olds myself for a snack and when I said that I felt
me stressed, so she thought that maybe I should take and think about whether I should work as
preschool teacher. When we have to have a substitute (which is quite often), we get different substitutes if we even from
any. For a week I worked with a new substitute every day, so 5 different ones.
Everyone I have contact with from university wants to change professions, not so strange I think.
The ones who take the biggest hit are the children."
Preschool teacher	"Has worked in preschool since 2007. Over the years has lacked identification for the profession, but
a year ago I did a validation at Stockholm University. Now I'm joining
ID card in my hand and have calculated what this year has cost me financially. One
years of studies have cost me a total of approx. 70,000 kroner. I didn't get any
financial compensation from the employer during the study period. To be able to study and work
I chose to be off duty one day a week. In addition, there were costs for literature and train travel
to Stockholm about 2 times a month.
Now I stand, as I said, with the ID card in hand and reflect on the past year
Was it worth it?
No, I would spontaneously reply. My working days have been marred by logistical problems that must
be solved and how we technically solve urgent situations. Enrollment of seven 1-2 year olds who
requires care and security and where the rest of the group of children has been left behind. Not one
hours of individual planning to be able to conduct an educational activity from the outside
we have succeeded in achieving the curriculum's goals.
Thinking about WHEN and IF my studies and teaching skills will ever get
be used properly when reality looks like it does today......"
Preschool teacher	"After 6 years in the municipality, I have chosen to go to another municipality.
This is because there are too large groups of children and too few adults with these small children. All autumn -17
has consisted of schooling. Two to three new children every week so we adults didn't have time with all of them
crying babies, all new parents worried as they saw how we struggled with these new babies.
The ""old"" children in the group we saw were very stressed by the situation with new children and
all these parents who participated in the activities during the autumn. (Parent-active schooling).
The pre-school director said that 15 children in the department are enough when they are small, but when the autumn was finished
there were 18 1-year-olds in the department of 1 preschool teacher, a nanny and an hourly substitute
which were replaced every now and then. We signaled to the pre-school manager several times that it is not possible to take them in
more children, we educators see that children are doing badly. What we got in response was the economy, the preschool is going
back otherwise and that we have to work better with the routines in everyday life. It felt like a punch in the stomach when we got that answer. The routines disappear automatically when
one has 4-5 crying children in one's arms, reached crying children in a cart brought to that child
feel safe there. The colleague has as many crying children in his arms while we had to give ours
hourly substitute (which is different every week) clear directives for table settings bring out mattresses there
the children could sleep.
I was completely exhausted and applied to another municipality. Fewer children, high staff density and
also higher salary. I told my boss that if you can meet the salary, I can stay. It could
he not so then I resigned.
I hope that I will enjoy the new municipality and have promised myself that if not
will be good, then I'll switch, I think completely, completely. No one thanks me for working myself to death
me and cry when I get home."
Preschool teacher	"23 children in my ward, few staff and whole days in stress! The feeling of inadequacy
comes upon us every day. So many children with so many different needs! Has been on sick leave
a longer time but returned to the profession but balancing on a fragile thread all the time Love
my job but this is not Ok!!! Not for the children and not for the educators. Something must be done
and it is NOW!"
Preschool teacher	"Have worked for almost 40 years, but the number of children assigned to the number of staff is significantly higher today.
Longer days for the children, many children in need of extra support, parents who do not respect
that the children should only be at the preschool when the parents are working or studying, not during their own time
friends or gym. In addition, we as educators have received more documentation and others
administration / correspondence to be done."
Preschool teacher	"Coming to work Monday morning and being greeted by the ""news"" that yet another educator is sick and
the air passes me out. This after we have worked briefly with staff for 2 weeks (5-6 of
12 ped away). Now some people sigh and think that this is how it is in most workplaces
""vabruary"". 5 of the 6 who are on sick leave are on long-term sick leave due to stress. The job is done
them so stressed that their bodies have given up, they no longer have a life outside of work.
They can't take it anymore. In some departments the entire staff is gone and the rest of us have to go
in and be the safety in a department that we don't usually work in.
The educational activities are replaced by childcare and it is always about
""get through the day"" which we do because, sadly, this is everyday life for us.
I love my job, but there's no way I'm going to be able to do this anymore
pension unless something changes now:
smaller children's groups!
more staff density!
more scheduled planning time for educators.
premises adapted for educational activities.
cancel the cut-off period at all preschools, private and municipal. We get sick on/off
the job.
higher salaries.
Without us, Sweden will stop!"
